type,plate_x,plate_z,player_name
S,0.25,3.19,"Verlander, Justin"
X,0.52,2.56,"Verlander, Justin"
X,0.68,2.41,"Verlander, Justin"
S,-0.71,1.96,"Verlander, Justin"
S,0.15,3.16,"Verlander, Justin"
S,0.53,2.61,"Verlander, Justin"
S,0.32,2.99,"Verlander, Justin"
S,-0.18,2.5,"Verlander, Justin"
B,0.81,1.62,"Verlander, Justin"
B,0.98,3.02,"Verlander, Justin"
X,-0.58,3.06,"Verlander, Justin"
S,-0.29,3.04,"Verlander, Justin"
X,-0.82,2.25,"Verlander, Justin"
S,-0.48,2.27,"Verlander, Justin"
B,-1.42,2.61,"Verlander, Justin"
B,0.59,1.02,"Verlander, Justin"
X,-0.1,2.57,"Verlander, Justin"
S,-0.43,2.37,"Verlander, Justin"
B,0.63,0.21,"Verlander, Justin"
S,-0.24,3.78,"Verlander, Justin"
S,0.01,1.87,"Verlander, Justin"
X,0.0,1.98,"Verlander, Justin"
B,-1.1,3.2,"Verlander, Justin"
S,0.5,1.95,"Verlander, Justin"
B,-0.76,1.57,"Verlander, Justin"
X,-0.31,1.79,"Verlander, Justin"
S,0.02,1.89,"Verlander, Justin"
X,0.25,2.67,"Verlander, Justin"
B,-0.55,4.4,"Verlander, Justin"
S,1.08,1.83,"Verlander, Justin"
B,1.02,3.6,"Verlander, Justin"
S,0.66,2.54,"Verlander, Justin"
B,-1.54,3.17,"Verlander, Justin"
X,0.49,2.68,"Verlander, Justin"
S,0.31,3.22,"Verlander, Justin"
B,0.44,3.76,"Verlander, Justin"
S,0.76,2.22,"Verlander, Justin"
S,-0.27,3.45,"Verlander, Justin"
B,1.1,3.35,"Verlander, Justin"
S,0.06,3.35,"Verlander, Justin"
B,-1.14,3.42,"Verlander, Justin"
B,0.8,2.99,"Verlander, Justin"
S,-0.68,2.42,"Verlander, Justin"
B,0.71,1.31,"Verlander, Justin"
B,1.05,1.28,"Verlander, Justin"
X,-1.43,1.36,"Verlander, Justin"
S,-0.88,2.17,"Verlander, Justin"
S,-1.0,2.23,"Verlander, Justin"
X,-0.63,2.08,"Verlander, Justin"
B,0.25,0.67,"Verlander, Justin"
B,-0.82,0.78,"Verlander, Justin"
X,0.83,3.19,"Verlander, Justin"
B,0.04,1.3,"Verlander, Justin"
B,1.06,1.74,"Verlander, Justin"
B,1.04,-0.23,"Verlander, Justin"
B,0.37,0.46,"Verlander, Justin"
S,0.77,0.94,"Verlander, Justin"
S,-0.64,2.89,"Verlander, Justin"
B,-1.83,1.68,"Verlander, Justin"
S,-0.11,1.62,"Verlander, Justin"
S,0.8,2.1,"Verlander, Justin"
S,-0.19,3.73,"Verlander, Justin"
B,1.63,0.45,"Verlander, Justin"
B,0.98,2.8,"Verlander, Justin"
S,0.6,3.18,"Verlander, Justin"
S,-0.39,2.57,"Verlander, Justin"
B,0.69,1.34,"Verlander, Justin"
S,-0.66,3.35,"Verlander, Justin"
X,-0.13,1.55,"Verlander, Justin"
B,2.38,1.76,"Verlander, Justin"
S,-0.8,2.12,"Verlander, Justin"
B,0.05,1.58,"Verlander, Justin"
S,-0.87,1.87,"Verlander, Justin"
B,0.52,0.27,"Verlander, Justin"
S,0.04,2.13,"Verlander, Justin"
S,-0.6,2.32,"Verlander, Justin"
X,-0.04,3.06,"Verlander, Justin"
B,1.39,2.85,"Verlander, Justin"
X,-0.03,3.36,"Verlander, Justin"
S,-0.07,2.82,"Verlander, Justin"
B,-0.36,4.22,"Verlander, Justin"
X,-0.43,1.9,"Verlander, Justin"
S,0.09,1.75,"Verlander, Justin"
B,1.18,2.32,"Verlander, Justin"
S,-0.28,2.64,"Verlander, Justin"
X,0.21,2.91,"Verlander, Justin"
S,-0.06,2.68,"Verlander, Justin"
S,0.74,2.42,"Verlander, Justin"
S,0.61,1.19,"Verlander, Justin"
B,-1.21,3.06,"Verlander, Justin"
S,0.89,2.66,"Verlander, Justin"
S,0.63,1.48,"Verlander, Justin"
S,0.4,2.41,"Verlander, Justin"
B,1.09,1.93,"Verlander, Justin"
S,-0.55,2.11,"Verlander, Justin"
X,0.38,3.08,"Verlander, Justin"
S,-0.51,1.99,"Verlander, Justin"
B,-1.02,4.0,"Verlander, Justin"
B,0.52,3.6,"Verlander, Justin"
X,0.28,2.35,"Verlander, Justin"
S,-0.9,3.4,"Verlander, Justin"
B,-0.76,4.56,"Verlander, Justin"
S,0.19,0.86,"Verlander, Justin"
B,0.09,1.59,"Verlander, Justin"
B,0.35,0.21,"Verlander, Justin"
S,0.82,3.64,"Verlander, Justin"
S,0.3,2.89,"Verlander, Justin"
S,-0.49,3.28,"Verlander, Justin"
X,-0.1,3.13,"Verlander, Justin"
S,0.88,2.73,"Verlander, Justin"
S,-0.52,2.37,"Verlander, Justin"
B,-1.1,2.51,"Verlander, Justin"
B,0.9,0.26,"Verlander, Justin"
X,-0.26,2.79,"Verlander, Justin"
B,1.5,1.35,"Verlander, Justin"
B,1.94,2.23,"Verlander, Justin"
B,1.06,2.7,"Verlander, Justin"
S,0.8,2.33,"Verlander, Justin"
X,0.57,2.16,"Verlander, Justin"
S,-0.22,2.44,"Verlander, Justin"
X,0.01,2.25,"Verlander, Justin"
B,1.8,2.77,"Verlander, Justin"
B,1.07,4.06,"Verlander, Justin"
S,-0.06,3.7,"Verlander, Justin"
S,0.47,1.79,"Verlander, Justin"
S,0.08,3.32,"Verlander, Justin"
B,-0.72,4.43,"Verlander, Justin"
X,-0.11,3.44,"Verlander, Justin"
S,0.61,2.35,"Verlander, Justin"
B,-1.1,3.31,"Verlander, Justin"
X,0.47,2.82,"Verlander, Justin"
B,0.93,4.09,"Verlander, Justin"
S,-0.2,2.45,"Verlander, Justin"
B,0.81,3.43,"Verlander, Justin"
B,1.26,3.32,"Verlander, Justin"
S,-0.74,2.72,"Verlander, Justin"
X,-0.26,1.84,"Verlander, Justin"
B,0.26,1.3,"Verlander, Justin"
S,0.36,2.56,"Verlander, Justin"
S,0.0,2.72,"Verlander, Justin"
B,-0.07,4.38,"Verlander, Justin"
X,0.31,1.8,"Verlander, Justin"
B,0.63,0.28,"Verlander, Justin"
B,0.8,2.1,"Verlander, Justin"
B,0.49,1.25,"Verlander, Justin"
B,-0.67,1.23,"Verlander, Justin"
S,0.56,2.66,"Verlander, Justin"
B,0.16,-0.12,"Verlander, Justin"
S,0.7,3.53,"Verlander, Justin"
S,-0.09,2.98,"Verlander, Justin"
S,-0.39,3.09,"Verlander, Justin"
B,0.75,3.41,"Verlander, Justin"
X,0.0,2.16,"Verlander, Justin"
S,-1.03,2.6,"Verlander, Justin"
X,0.92,2.03,"Verlander, Justin"
S,0.17,1.97,"Verlander, Justin"
B,-1.42,2.23,"Verlander, Justin"
B,-1.17,1.27,"Verlander, Justin"
S,0.11,1.54,"Verlander, Justin"
X,0.1,1.27,"Verlander, Justin"
B,-1.34,2.68,"Verlander, Justin"
X,-0.95,2.46,"Verlander, Justin"
B,-1.05,2.13,"Verlander, Justin"
B,-1.51,3.69,"Verlander, Justin"
B,-1.07,1.74,"Verlander, Justin"
B,-0.66,1.29,"Verlander, Justin"
S,0.75,3.79,"Verlander, Justin"
S,0.32,1.42,"Verlander, Justin"
S,0.45,3.67,"Verlander, Justin"
B,1.03,3.01,"Verlander, Justin"
S,-0.6,3.0,"Verlander, Justin"
S,1.09,3.49,"Verlander, Justin"
S,-0.14,3.74,"Verlander, Justin"
S,0.27,3.62,"Verlander, Justin"
B,0.76,4.02,"Verlander, Justin"
S,0.76,2.28,"Verlander, Justin"
S,0.44,2.57,"Verlander, Justin"
S,0.53,3.28,"Verlander, Justin"
B,1.2,3.18,"Verlander, Justin"
S,0.01,3.78,"Verlander, Justin"
B,-0.51,4.31,"Verlander, Justin"
X,0.16,2.83,"Verlander, Justin"
X,0.05,2.54,"Verlander, Justin"
X,0.75,3.38,"Verlander, Justin"
B,-1.55,2.93,"Verlander, Justin"
S,0.79,3.32,"Verlander, Justin"
S,0.26,3.78,"Verlander, Justin"
B,-1.22,2.63,"Verlander, Justin"
S,-0.53,2.13,"Verlander, Justin"
S,-0.28,3.93,"Verlander, Justin"
S,0.94,2.69,"Verlander, Justin"
S,-0.34,2.76,"Verlander, Justin"
B,0.25,4.2,"Verlander, Justin"
B,0.85,3.81,"Verlander, Justin"
S,-0.24,3.08,"Verlander, Justin"
B,1.3,3.16,"Verlander, Justin"
B,0.7,3.63,"Verlander, Justin"
S,0.13,3.4,"Verlander, Justin"
S,0.58,1.84,"Verlander, Justin"
S,0.58,2.4,"Verlander, Justin"
S,-0.44,3.29,"Verlander, Justin"
X,0.54,2.97,"Verlander, Justin"
S,-0.04,3.07,"Verlander, Justin"
X,-0.08,2.75,"Verlander, Justin"
S,-0.16,4.33,"Verlander, Justin"
S,-0.08,2.45,"Verlander, Justin"
B,0.79,1.03,"Verlander, Justin"
S,-0.56,2.07,"Verlander, Justin"
S,1.39,3.2,"Verlander, Justin"
S,-0.15,2.81,"Verlander, Justin"
S,0.57,2.45,"Verlander, Justin"
S,0.29,1.69,"Verlander, Justin"
B,0.78,1.38,"Verlander, Justin"
X,-0.6,3.31,"Verlander, Justin"
S,1.16,3.29,"Verlander, Justin"
B,2.87,0.96,"Verlander, Justin"
X,0.18,2.61,"Verlander, Justin"
B,1.56,1.16,"Verlander, Justin"
S,-0.53,3.97,"Verlander, Justin"
S,0.23,2.1,"Verlander, Justin"
X,1.04,1.36,"Verlander, Justin"
B,1.41,1.82,"Verlander, Justin"
X,-0.25,2.56,"Verlander, Justin"
B,1.32,2.52,"Verlander, Justin"
S,-0.43,2.71,"Verlander, Justin"
S,0.53,2.99,"Verlander, Justin"
S,-0.53,3.01,"Verlander, Justin"
B,1.94,1.83,"Verlander, Justin"
S,0.2,1.57,"Verlander, Justin"
B,1.4,0.86,"Verlander, Justin"
B,-0.96,1.26,"Verlander, Justin"
S,0.63,2.48,"Verlander, Justin"
X,0.47,3.81,"Verlander, Justin"
S,-0.2,3.14,"Verlander, Justin"
B,-0.34,3.68,"Verlander, Justin"
S,-0.82,2.4,"Verlander, Justin"
S,0.91,1.71,"Verlander, Justin"
B,1.89,2.88,"Verlander, Justin"
B,2.18,2.4,"Verlander, Justin"
S,0.77,2.86,"Verlander, Justin"
S,0.6,2.68,"Verlander, Justin"
S,0.6,3.18,"Verlander, Justin"
B,1.23,2.76,"Verlander, Justin"
B,0.4,3.56,"Verlander, Justin"
S,0.38,3.35,"Verlander, Justin"
B,1.08,3.03,"Verlander, Justin"
S,0.5,1.94,"Verlander, Justin"
X,0.52,2.93,"Verlander, Justin"
B,1.3,1.51,"Verlander, Justin"
B,0.97,2.92,"Verlander, Justin"
S,0.71,2.1,"Verlander, Justin"
X,0.94,2.91,"Verlander, Justin"
B,0.15,3.83,"Verlander, Justin"
S,-0.02,2.71,"Verlander, Justin"
X,0.73,2.44,"Verlander, Justin"
S,-0.47,3.66,"Verlander, Justin"
B,-1.5,3.17,"Verlander, Justin"
S,-0.78,3.58,"Verlander, Justin"
B,-0.86,3.71,"Verlander, Justin"
S,0.55,3.6,"Verlander, Justin"
B,-0.69,4.03,"Verlander, Justin"
S,0.6,2.84,"Verlander, Justin"
S,0.64,2.91,"Verlander, Justin"
X,-0.37,2.76,"Verlander, Justin"
B,1.84,1.85,"Verlander, Justin"
S,0.44,2.45,"Verlander, Justin"
